"","county","state","lat","long","cases","deaths"
"789","Adams","Iowa",41.02903567,-94.69932645,313,3
"790","Allamakee","Iowa",43.28383218,-91.37860922,1351,39
"791","Appanoose","Iowa",40.74324454,-92.86865906,1162,45
"792","Audubon","Iowa",41.6844628,-94.90581859,444,9
"793","Benton","Iowa",42.08011739,-92.06463573,2222,52
"794","Black Hawk","Iowa",42.4704581,-92.30524729,14554,265
"795","Boone","Iowa",42.03657094,-93.9313999,2322,25
"796","Bremer","Iowa",42.77461496,-92.31795937,2575,52
"797","Buchanan","Iowa",42.4709188,-91.83510825,1688,26
"798","Buena Vista","Iowa",42.73545875,-95.15100162,4024,36
"799","Butler","Iowa",42.73172833,-92.79015971,1551,29
"800","Calhoun","Iowa",42.38521079,-94.64046046,1258,9
"801","Carroll","Iowa",42.03617207,-94.86032705,2608,45
"802","Cass","Iowa",41.33149454,-94.92792482,1207,46
"803","Cedar","Iowa",41.77233777,-91.13246684,1609,20
"804","Cerro Gordo","Iowa",43.08177563,-93.2612239,4877,76
"805","Cherokee","Iowa",42.73538914,-95.62389402,1416,35
"806","Chickasaw","Iowa",43.06001295,-92.31773347,1157,12
"807","Clarke","Iowa",41.02868181,-93.78499767,883,18
"808","Clay","Iowa",43.08247182,-95.15096481,1780,25
"809","Clayton","Iowa",42.84443388,-91.34133693,1568,52
"810","Clinton","Iowa",41.89981633,-90.53275096,4788,76
"811","Crawford","Iowa",42.03718237,-95.3819718,2421,34
"812","Dallas","Iowa",41.68560356,-94.04127625,9565,84
"813","Davis","Iowa",40.74773536,-92.41005468,730,23
"814","Decatur","Iowa",40.73742757,-93.78645949,526,7
"815","Delaware","Iowa",42.47104597,-91.3664492,1817,37
"816","Des Moines","Iowa",40.92012606,-91.18326592,4093,54
"817","Dickinson","Iowa",43.37787725,-95.1510206,1930,37
"818","Dubuque","Iowa",42.46815349,-90.88181925,11966,185
"819","Emmet","Iowa",43.37782951,-94.67858943,1125,37
"820","Fayette","Iowa",42.86271799,-91.8441231,1723,27
"821","Floyd","Iowa",43.0600053,-92.78940097,1447,38
"822","Franklin","Iowa",42.73270384,-93.26256925,1076,19
"823","Fremont","Iowa",40.7454272,-95.60129045,537,9
"824","Greene","Iowa",42.03614551,-94.39658081,714,8
"825","Grundy","Iowa",42.40183723,-92.78829551,1261,30
"826","Guthrie","Iowa",41.68378965,-94.50111014,1065,27
"827","Hamilton","Iowa",42.38382428,-93.70197703,1675,38
"828","Hancock","Iowa",43.08178477,-93.73454884,1353,26
"829","Hardin","Iowa",42.38353877,-93.23654611,1631,33
"830","Harrison","Iowa",41.68330137,-95.81558439,1633,67
"831","Henry","Iowa",40.98767962,-91.54436349,2731,33
"832","Howard","Iowa",43.35671042,-92.31702714,942,20
"833","Humboldt","Iowa",42.7764426,-94.20722537,1099,22
"834","Ida","Iowa",42.38696136,-95.51355387,795,31
"835","Iowa","Iowa",41.68630265,-92.0643373,1338,23
"836","Jackson","Iowa",42.17178824,-90.57354837,2026,37
"837","Jasper","Iowa",41.68576082,-93.05567785,3464,64
"838","Jefferson","Iowa",41.03192394,-91.94849466,1251,31
"839","Johnson","Iowa",41.67169354,-91.58754744,12669,65
"840","Jones","Iowa",42.12118609,-91.13139641,2812,53
"841","Keokuk","Iowa",41.33649833,-92.1785067,881,28
"842","Kossuth","Iowa",43.20405458,-94.20691791,1899,52
"843","Lee","Iowa",40.64181461,-91.48183025,3425,46
"844","Linn","Iowa",42.07923082,-91.59809485,18868,300
"845","Louisa","Iowa",41.21842119,-91.26102611,1188,40
"846","Lucas","Iowa",41.02958964,-93.32780803,685,17
"847","Lyon","Iowa",43.38107862,-96.20926845,1412,37
"848","Madison","Iowa",41.33081904,-94.01554631,1336,13
"849","Mahaska","Iowa",41.33521503,-92.64083907,2075,43
"850","Marion","Iowa",41.33445101,-93.09934783,3248,63
"851","Marshall","Iowa",42.03586837,-92.9990819,4474,68
"852","Mills","Iowa",41.03299766,-95.61920963,1429,20
"853","Mitchell","Iowa",43.35638371,-92.78887719,1182,39
"854","Monona","Iowa",42.05220391,-95.95743843,736,21
"855","Monroe","Iowa",41.02988815,-92.8690667,857,26
"856","Montgomery","Iowa",41.03018714,-95.15642896,935,34
"857","Muscatine","Iowa",41.48370744,-91.1121697,4046,85
"858","O'Brien","Iowa",43.08310673,-95.62474482,1753,58
"859","Osceola","Iowa",43.37824276,-95.62422844,655,12
"860","Page","Iowa",40.7393172,-95.1497813,1541,17
"861","Palo Alto","Iowa",43.08193849,-94.67824621,958,18
"862","Plymouth","Iowa",42.737633,-96.21366621,3589,74
"863","Pocahontas","Iowa",42.73420133,-94.67862564,799,17
"864","Polk","Iowa",41.68679484,-93.57767461,49067,513
"865","Pottawattamie","Iowa",41.33640314,-95.53907776,9466,134
"866","Poweshiek","Iowa",41.68625425,-92.53155731,1434,28
"867","Ringgold","Iowa",40.73518949,-94.24368535,482,16
"868","Sac","Iowa",42.38624071,-95.10547892,1150,17
"869","Scott","Iowa",41.63935978,-90.61959493,16500,189
"870","Shelby","Iowa",41.6850066,-95.31015553,1110,32
"871","Sioux","Iowa",43.08221074,-96.1767568,4664,66
"872","Story","Iowa",42.03621213,-93.46499005,9165,43
"873","Tama","Iowa",42.07991767,-92.53266945,1963,63
"874","Taylor","Iowa",40.73710579,-94.69778563,623,11
"875","Union","Iowa",41.0277278,-94.24234847,1157,30
"876","Van Buren","Iowa",40.75326764,-91.95017958,525,16
"877","Wapello","Iowa",41.03064984,-92.40954728,3659,103
"878","Warren","Iowa",41.33559454,-93.56007641,4856,66
"879","Washington","Iowa",41.33577126,-91.71725711,2311,40
"880","Wayne","Iowa",40.73969028,-93.32752197,431,21
"881","Webster","Iowa",42.42853483,-94.17987389,4805,83
"882","Winnebago","Iowa",43.37751174,-93.73407298,1260,30
"883","Winneshiek","Iowa",43.29094334,-91.84422722,1698,26
"884","Woodbury","Iowa",42.38979414,-96.0459439,13377,202
"885","Worth","Iowa",43.37750768,-93.26087602,637,4
"886","Wright","Iowa",42.73305373,-93.73515113,1696,28
"887","Allen","Kansas",37.88582951,-95.30030847,1016,14
"888","Anderson","Kansas",38.21413251,-95.29272815,779,15
"889","Atchison","Kansas",39.53185661,-95.30870026,1476,12
"890","Barber","Kansas",37.2288586,-98.68460053,365,7
"891","Barton","Kansas",38.47889676,-98.75636726,2527,43
"892","Bourbon","Kansas",37.85508555,-94.84865997,1231,21
"893","Brown","Kansas",39.82652589,-95.56421698,1185,35
"894","Butler","Kansas",37.78134351,-96.83878537,6935,67
"895","Chase","Kansas",38.30292938,-96.59563862,232,3
"896","Chautauqua","Kansas",37.14994405,-96.2454192,243,5
"897","Cherokee","Kansas",37.16928494,-94.8462897,2258,41
"898","Cheyenne","Kansas",39.78580976,-101.7318201,341,12
"899","Clark","Kansas",37.23577007,-99.81883015,233,7
"900","Clay","Kansas",39.34948772,-97.16518128,766,25
"901","Cloud","Kansas",39.48028352,-97.64925343,957,24
"902","Coffey","Kansas",38.2365018,-95.73379515,661,14
"903","Comanche","Kansas",37.1911452,-99.27113247,152,5
"904","Cowley","Kansas",37.23781842,-96.83776647,3635,73
"905","Crawford","Kansas",37.50675523,-94.85245778,4317,62
"906","Decatur","Kansas",39.78468441,-100.4594081,257,9
"907","Dickinson","Kansas",38.86600962,-97.15532383,1642,32
"908","Doniphan","Kansas",39.79067154,-95.14056866,913,16
"909","Douglas","Kansas",38.88503636,-95.2925121,8298,66
"910","Edwards","Kansas",37.88735543,-99.31263309,241,12
"911","Elk","Kansas",37.45338105,-96.24369667,163,2
"912","Ellis","Kansas",38.91458712,-99.31751551,3536,64
"913","Ellsworth","Kansas",38.69677695,-98.20462799,1180,19
"914","Finney","Kansas",38.04340344,-100.7381938,5926,67
"915","Ford","Kansas",37.69200114,-99.88825298,5490,55
"916","Franklin","Kansas",38.56443815,-95.28644341,2340,32
"917","Geary","Kansas",38.99871131,-96.7577178,2811,24
"918","Gove","Kansas",38.91588178,-100.4829321,374,19
"919","Graham","Kansas",39.34987223,-99.88332493,247,6
"920","Grant","Kansas",37.56227336,-101.3079758,912,15
"921","Gray","Kansas",37.73836671,-100.4369088,548,12
"922","Greeley","Kansas",38.4808095,-101.8061079,101,1
"923","Greenwood","Kansas",37.8774388,-96.23250453,533,11
"924","Hamilton","Kansas",37.99978709,-101.7921066,199,1
"925","Harper","Kansas",37.19175361,-98.07578384,575,20
"926","Harvey","Kansas",38.04293782,-97.42747573,3278,43
"927","Haskell","Kansas",37.5620394,-100.8710738,402,6
"928","Hodgeman","Kansas",38.08780079,-99.89829881,185,7
"929","Jackson","Kansas",39.41673394,-95.79356799,1284,11
"930","Jefferson","Kansas",39.2347941,-95.38289232,1554,30
"931","Jewell","Kansas",39.78470589,-98.21820662,188,4
"932","Johnson","Kansas",38.88548175,-94.82250877,50922,682
"933","Kearny","Kansas",38.00017981,-101.321681,549,11
"934","Kingman","Kansas",37.55909527,-98.13638678,707,13
"935","Kiowa","Kansas",37.55848695,-99.2856537,233,5
"936","Labette","Kansas",37.19113093,-95.29849679,2483,10
"937","Lane","Kansas",38.48119447,-100.4660754,122,7
"938","Leavenworth","Kansas",39.20183497,-95.03620809,6378,66
"939","Lincoln","Kansas",39.04549684,-98.20756994,250,4
"940","Linn","Kansas",38.21267844,-94.84254089,721,6
"941","Logan","Kansas",38.91735806,-101.148475,290,6
"942","Lyon","Kansas",38.45576156,-96.15275715,3940,74
"943","Marion","Kansas",38.35855394,-97.0985251,981,13
"944","Marshall","Kansas",39.78359669,-96.52278974,1022,21
"945","McPherson","Kansas",38.39184858,-97.64769869,3001,72
"946","Meade","Kansas",37.23859987,-100.364831,481,8
"947","Miami","Kansas",38.56383358,-94.83832189,2517,30
"948","Mitchell","Kansas",39.39331582,-98.20906732,552,13
"949","Montgomery","Kansas",37.19236568,-95.74329258,3089,57
"950","Morris","Kansas",38.68827511,-96.65128437,529,18
"951","Morton","Kansas",37.19141121,-101.7992519,236,8
"952","Nemaha","Kansas",39.78345387,-96.01392079,1430,51
"953","Neosho","Kansas",37.55862897,-95.30670046,1647,17
"954","Ness","Kansas",38.47974157,-99.91547333,359,15
"955","Norton","Kansas",39.78443827,-99.90286639,1188,26
"956","Osage","Kansas",38.65235984,-95.72707998,1125,16
"957","Osborne","Kansas",39.3503437,-98.76753828,275,7
"958","Ottawa","Kansas",39.13237408,-97.65020313,537,11
"959","Pawnee","Kansas",38.18108732,-99.23692334,1119,12
"960","Phillips","Kansas",39.78465501,-99.34668865,669,20
"961","Pottawatomie","Kansas",39.37925655,-96.34564657,1573,21
"962","Pratt","Kansas",37.64780729,-98.73922153,788,24
"963","Rawlins","Kansas",39.78525843,-101.0761617,285,7
"964","Reno","Kansas",37.95230263,-98.08607292,8127,128
"965","Republic","Kansas",39.82799632,-97.65036709,650,12
"966","Rice","Kansas",38.34616184,-98.19992118,1015,6
"967","Riley","Kansas",39.28935726,-96.73420026,6025,31
"968","Rooks","Kansas",39.35022773,-99.32484567,612,12
"969","Rush","Kansas",38.52275276,-99.30863983,423,11
"970","Russell","Kansas",38.91462787,-98.76254297,808,24
"971","Saline","Kansas",38.78369175,-97.65185177,5732,106
"972","Scott","Kansas",38.48222076,-100.9066539,564,19
"973","Sedgwick","Kansas",37.6842718,-97.4608198,51518,580
"974","Seward","Kansas",37.19324632,-100.8507201,3730,30
"975","Shawnee","Kansas",39.04100763,-95.7557264,15530,296
"976","Sheridan","Kansas",39.35018161,-100.4418259,422,10
"977","Sherman","Kansas",39.35147699,-101.7197624,589,11
"978","Smith","Kansas",39.78516566,-98.78566062,255,2
"979","Stafford","Kansas",38.03100851,-98.71762001,324,9
"980","Stanton","Kansas",37.56304714,-101.7843534,179,6
"981","Stevens","Kansas",37.1923008,-101.3118967,537,8
"982","Sumner","Kansas",37.23682549,-97.47721621,2003,39
"983","Thomas","Kansas",39.35107575,-101.0553705,1032,17
"984","Trego","Kansas",38.91467218,-99.87284448,384,6
"985","Wabaunsee","Kansas",38.95471985,-96.20350509,620,12
"986","Wallace","Kansas",38.91686134,-101.7638876,167,4
"987","Washington","Kansas",39.78420784,-97.0875323,503,9
"988","Wichita","Kansas",38.48178252,-101.3471509,211,5
"989","Wilson","Kansas",37.55937174,-95.74323255,878,14
"990","Woodson","Kansas",37.8865336,-95.74006277,190,3
"991","Wyandotte","Kansas",39.11727348,-94.76378225,18414,245
"992","Adair","Kentucky",37.10459774,-85.28129668,1479,49
"993","Allen","Kentucky",36.75197631,-86.19457544,1672,22
"994","Anderson","Kentucky",38.00671029,-84.99171713,1540,14
"995","Ballard","Kentucky",37.05842757,-88.99427697,319,5
"996","Barren","Kentucky",36.96469836,-85.93338945,3655,45
"997","Bath","Kentucky",38.14735938,-83.74588932,716,15
"998","Bell","Kentucky",36.73355174,-83.67766671,2514,33
"999","Boone","Kentucky",38.97065142,-84.72615357,11474,66
"1000","Bourbon","Kentucky",38.2054607,-84.21827874,1465,6
"1001","Boyd","Kentucky",38.36176608,-82.68652187,4408,39
"1002","Boyle","Kentucky",37.62680923,-84.8633779,3022,29
"1003","Bracken","Kentucky",38.69158994,-84.08532444,467,4
"1004","Breathitt","Kentucky",37.52333168,-83.31959161,870,4
"1005","Breckinridge","Kentucky",37.77377239,-86.42885017,1026,6
"1006","Bullitt","Kentucky",37.97162523,-85.68955617,5712,44
"1007","Butler","Kentucky",37.20946153,-86.68748787,1222,18
"1008","Caldwell","Kentucky",37.14749129,-87.86948214,1212,21
"1009","Calloway","Kentucky",36.62093411,-88.2731593,3289,36
"1010","Campbell","Kentucky",38.94384345,-84.37875208,7135,44
"1011","Carlisle","Kentucky",36.85372876,-88.9669222,416,1
"1012","Carroll","Kentucky",38.66599534,-85.12601074,833,10
"1013","Carter","Kentucky",38.31690743,-83.05092385,1887,21
"1014","Casey","Kentucky",37.32533118,-84.92726209,1113,31
"1015","Christian","Kentucky",36.89267803,-87.49055367,5950,72
"1016","Clark","Kentucky",37.9689263,-84.14615986,2274,16
"1017","Clay","Kentucky",37.16451126,-83.712575,2272,25
"1018","Clinton","Kentucky",36.72581156,-85.13377529,1258,24
"1019","Crittenden","Kentucky",37.35839237,-88.0882609,522,16
"1020","Cumberland","Kentucky",36.78926125,-85.39050034,617,7
"1021","Daviess","Kentucky",37.73028906,-87.0901948,9079,150
"1022","Edmonson","Kentucky",37.21218923,-86.23955613,764,16
"1023","Elliott","Kentucky",38.11624059,-83.09771563,918,1
"1024","Estill","Kentucky",37.69241417,-83.95956369,917,0
"1025","Fayette","Kentucky",38.0368225,-84.45576892,30728,201
"1026","Fleming","Kentucky",38.36758311,-83.69657514,1030,13
"1027","Floyd","Kentucky",37.56213922,-82.74750924,2848,20
"1028","Franklin","Kentucky",38.2379395,-84.87962551,3345,28
"1029","Fulton","Kentucky",36.55238827,-89.20140068,456,4
"1030","Gallatin","Kentucky",38.75398691,-84.8558382,598,19
"1031","Garrard","Kentucky",37.6388668,-84.53289319,1314,4
"1032","Grant","Kentucky",38.64962758,-84.62415957,1822,12
"1033","Graves","Kentucky",36.72292505,-88.65143315,3804,66
"1034","Grayson","Kentucky",37.46231118,-86.34248968,1827,45
"1035","Green","Kentucky",37.26484328,-85.5540745,1004,13
"1036","Greenup","Kentucky",38.54332505,-82.9215658,3189,23
"1037","Hancock","Kentucky",37.83766422,-86.78280584,764,13
"1038","Hardin","Kentucky",37.6976111,-85.96319251,8258,78
"1039","Harlan","Kentucky",36.85699301,-83.21899516,2282,57
"1040","Harrison","Kentucky",38.44188174,-84.32869741,1414,7
"1041","Hart","Kentucky",37.29943898,-85.88461055,1710,26
"1042","Henderson","Kentucky",37.79344553,-87.57392021,4148,55
"1043","Henry","Kentucky",38.44942688,-85.11587507,1126,6
"1044","Hickman","Kentucky",36.6794808,-88.97875928,293,7
"1045","Hopkins","Kentucky",37.30939025,-87.54670406,3704,116
"1046","Jackson","Kentucky",37.41866422,-83.99825483,1140,27
"1047","Jefferson","Kentucky",38.18664655,-85.65931031,68554,734
"1048","Jessamine","Kentucky",37.87119786,-84.58252003,3850,48
"1049","Johnson","Kentucky",37.85106355,-82.8264322,1624,18
"1050","Kenton","Kentucky",38.93950319,-84.53241199,13613,110
"1051","Knott","Kentucky",37.35388197,-82.94981134,917,15
"1052","Knox","Kentucky",36.89225732,-83.85403396,2701,11
"1053","Larue","Kentucky",37.54567114,-85.70138352,1114,9
"1054","Laurel","Kentucky",37.10975748,-84.11321779,5373,21
"1055","Lawrence","Kentucky",38.07136018,-82.72882223,1139,13
"1056","Lee","Kentucky",37.59645942,-83.71513901,1148,18
"1057","Leslie","Kentucky",37.09246661,-83.37999606,710,2
"1058","Letcher","Kentucky",37.12306748,-82.85346474,1568,16
"1059","Lewis","Kentucky",38.53184419,-83.37735618,1022,30
"1060","Lincoln","Kentucky",37.45475628,-84.6565327,1963,31
"1061","Livingston","Kentucky",37.21137452,-88.34797529,685,16
"1062","Logan","Kentucky",36.85949479,-86.877635,2318,48
"1063","Lyon","Kentucky",37.02080035,-88.07886257,429,12
"1064","Madison","Kentucky",37.71659336,-84.27220275,8036,65
"1065","Magoffin","Kentucky",37.70820545,-83.0657714,822,1
"1066","Marion","Kentucky",37.55218078,-85.26898542,1982,21
"1067","Marshall","Kentucky",36.8800707,-88.32803576,2352,40
"1068","Martin","Kentucky",37.79990579,-82.51247478,889,11
"1069","Mason","Kentucky",38.59471935,-83.82151043,1308,26
"1070","McCracken","Kentucky",37.05350953,-88.70445755,5430,60
"1071","McCreary","Kentucky",36.73874143,-84.48102924,1551,16
"1072","McLean","Kentucky",37.5301951,-87.26803443,810,25
"1073","Meade","Kentucky",37.96163597,-86.21028219,1738,10
"1074","Menifee","Kentucky",37.94090733,-83.59985712,375,11
"1075","Mercer","Kentucky",37.81474237,-84.87488475,2236,15
"1076","Metcalfe","Kentucky",36.99459295,-85.63123699,854,14
"1077","Monroe","Kentucky",36.71225341,-85.71596443,1207,36
"1078","Montgomery","Kentucky",38.03253032,-83.9145241,2053,23
"1079","Morgan","Kentucky",37.92465657,-83.25558245,1943,0
"1080","Muhlenberg","Kentucky",37.21425819,-87.14632053,2621,43
"1081","Nelson","Kentucky",37.80335779,-85.4657193,4296,27
"1082","Nicholas","Kentucky",38.33342292,-84.01889177,431,6
"1083","Ohio","Kentucky",37.47751843,-86.85368087,2180,44
"1084","Oldham","Kentucky",38.39791089,-85.448222,6608,68
"1085","Owen","Kentucky",38.51679143,-84.82404619,584,7
"1086","Owsley","Kentucky",37.42823949,-83.68811419,370,10
"1087","Pendleton","Kentucky",38.69607718,-84.35599463,869,1
"1088","Perry","Kentucky",37.25023553,-83.22922731,2074,29
"1089","Pike","Kentucky",37.47088263,-82.39487445,4771,51
"1090","Powell","Kentucky",37.83218794,-83.82553961,925,0
"1091","Pulaski","Kentucky",37.10466131,-84.57629079,5343,70
"1092","Robertson","Kentucky",38.51923469,-84.05055616,182,12
"1093","Rockcastle","Kentucky",37.36642393,-84.31176452,1259,13
"1094","Rowan","Kentucky",38.19484205,-83.42088935,1801,9
"1095","Russell","Kentucky",36.99308373,-85.06070117,1452,35
"1096","Scott","Kentucky",38.29622293,-84.5816631,3634,25
"1097","Shelby","Kentucky",38.21476019,-85.194223,4028,35
"1098","Simpson","Kentucky",36.74058474,-86.58047435,1566,24
"1099","Spencer","Kentucky",38.03223971,-85.32749335,1373,5
"1100","Taylor","Kentucky",37.3677562,-85.3329931,2404,28
"1101","Todd","Kentucky",36.8381152,-87.17878374,961,20
"1102","Trigg","Kentucky",36.80767017,-87.87333656,1013,8
"1103","Trimble","Kentucky",38.61056487,-85.33775972,553,3
"1104","Union","Kentucky",37.66166713,-87.94300009,1233,11
"1105","Warren","Kentucky",36.99903045,-86.42672751,13751,114
"1106","Washington","Kentucky",37.75599461,-85.17407732,1230,24
"1107","Wayne","Kentucky",36.80310688,-84.8251971,1888,32
"1108","Webster","Kentucky",37.52168356,-87.67989953,1120,17
"1109","Whitley","Kentucky",36.75700531,-84.14541217,3873,16
"1110","Wolfe","Kentucky",37.73941626,-83.49303612,405,4
"1111","Woodford","Kentucky",38.04178222,-84.7417556,1849,4
"1112","Acadia","Louisiana",30.2950649,-92.41419698,5904,177
"1113","Allen","Louisiana",30.65385745,-92.82442028,2884,79
"1114","Ascension","Louisiana",30.20406249,-90.9132841,10601,141
"1115","Assumption","Louisiana",29.89946234,-91.06461642,2028,32
"1116","Avoyelles","Louisiana",31.07796211,-92.00079449,3551,116
"1117","Beauregard","Louisiana",30.64836518,-93.34173616,2684,62
"1118","Bienville","Louisiana",32.34569994,-93.05398492,1544,68
"1119","Bossier","Louisiana",32.67932307,-93.60460152,12489,247
"1120","Caddo","Louisiana",32.57991587,-93.88375652,23954,634
"1121","Calcasieu","Louisiana",30.22931235,-93.35400434,18292,332
"1122","Caldwell","Louisiana",32.0902519,-92.11752148,1058,24
"1123","Cameron","Louisiana",29.87592238,-93.19310676,496,5
"1124","Catahoula","Louisiana",31.66778967,-91.84526385,1033,33
"1125","Claiborne","Louisiana",32.82308512,-92.99526883,1359,49
"1126","Concordia","Louisiana",31.44817835,-91.63814433,1717,54
"1127","De Soto","Louisiana",32.05457447,-93.74130302,2552,67
"1128","East Baton Rouge","Louisiana",30.53842039,-91.09777565,33882,693
"1129","East Carroll","Louisiana",32.73926954,-91.23425694,1090,22
"1130","East Feliciana","Louisiana",30.84425359,-91.04976723,2882,103
"1131","Evangeline","Louisiana",30.72985248,-92.39915924,3141,73
"1132","Franklin","Louisiana",32.13675181,-91.67589857,2371,100
"1133","Grant","Louisiana",31.59882456,-92.56124347,1956,47
"1134","Iberia","Louisiana",29.86803617,-91.75871777,6196,140
"1135","Iberville","Louisiana",30.25734305,-91.3499598,3283,90
"1136","Jackson","Louisiana",32.30251776,-92.55692092,1708,45
"1137","Jefferson","Louisiana",29.74075478,-90.11115756,42104,815
"1138","Jefferson Davis","Louisiana",30.26896765,-92.81210004,2790,81
"1139","LaSalle","Louisiana",31.67884782,-92.15907765,1370,33
"1140","Lafayette","Louisiana",30.2049055,-92.06959876,21020,240
"1141","Lafourche","Louisiana",29.52470226,-90.40976986,8611,187
"1142","Lincoln","Louisiana",32.6003154,-92.6659741,4131,84
"1143","Livingston","Louisiana",30.44143993,-90.73061664,11633,165
"1144","Madison","Louisiana",32.36918118,-91.23973355,1522,29
"1145","Morehouse","Louisiana",32.81686191,-91.80421614,2628,64
"1146","Natchitoches","Louisiana",31.72321584,-93.09816516,3761,76
"1147","Orleans","Louisiana",30.06971951,-89.92660315,27158,743
"1148","Ouachita","Louisiana",32.47645559,-92.15704172,17347,389
"1149","Plaquemines","Louisiana",29.42245447,-89.60322085,2181,22
"1150","Pointe Coupee","Louisiana",30.71409502,-91.60209535,2297,66
"1151","Rapides","Louisiana",31.19778499,-92.52997303,10931,270
"1152","Red River","Louisiana",32.09530039,-93.34213308,840,34
"1153","Richland","Louisiana",32.41391005,-91.76634876,2256,47
"1154","Sabine","Louisiana",31.56388699,-93.55433981,2672,49
"1155","St. Bernard","Louisiana",29.87761636,-89.51887093,3394,46
"1156","St. Charles","Louisiana",29.90709658,-90.35555967,4878,88
"1157","St. Helena","Louisiana",30.82210324,-90.71013176,856,8
"1158","St. James","Louisiana",30.02531716,-90.80212061,1770,48
"1159","St. John the Baptist","Louisiana",30.12597499,-90.4753503,3373,130
"1160","St. Landry","Louisiana",30.59724262,-92.00135806,8047,230
"1161","St. Martin","Louisiana",30.13112107,-91.61403569,4685,106
"1162","St. Mary","Louisiana",29.69262097,-91.44702164,3932,117
"1163","St. Tammany","Louisiana",30.40942847,-89.95642711,22312,454
"1164","Tangipahoa","Louisiana",30.62888673,-90.40664996,11500,247
"1165","Tensas","Louisiana",32.00760749,-91.32915234,351,6
"1166","Terrebonne","Louisiana",29.37343766,-90.82626855,8955,188
"1167","Union","Louisiana",32.83121059,-92.3749373,2253,72
"1168","Vermilion","Louisiana",29.83517605,-92.30292538,4680,103
"1169","Vernon","Louisiana",31.10884837,-93.18153838,2767,90
"1170","Washington","Louisiana",30.85288548,-90.03866652,3914,116
"1171","Webster","Louisiana",32.70847669,-93.33121835,3816,87
"1172","West Baton Rouge","Louisiana",30.46058217,-91.30989571,2372,51
"1173","West Carroll","Louisiana",32.78550125,-91.461201,1130,38
"1174","West Feliciana","Louisiana",30.87882871,-91.4148538,1087,29
"1175","Winn","Louisiana",31.94449367,-92.63789413,1419,38
"1176","Androscoggin","Maine",44.1664747,-70.20380627,4483,54
"1177","Aroostook","Maine",46.65926321,-68.59841248,1190,43
"1178","Cumberland","Maine",43.8370751,-70.37226999,11649,167
"1179","Franklin","Maine",44.97330019,-70.44381045,817,9
"1180","Hancock","Maine",44.59816444,-68.38401854,818,31
"1181","Kennebec","Maine",44.40759555,-69.76738544,3350,47
"1182","Knox","Maine",44.11486325,-69.10529169,593,4
"1183","Lincoln","Maine",44.05996956,-69.54227124,511,1
"1184","Oxford","Maine",44.49952995,-70.75682123,2030,40
"1185","Penobscot","Maine",45.40194593,-68.65020455,3566,72
"1186","Piscataquis","Maine",45.83839062,-69.2860223,230,1
"1187","Sagadahoc","Maine",43.95415864,-69.85074999,833,1
"1188","Somerset","Maine",45.51229767,-69.95995554,1150,26
"1189","Waldo","Maine",44.4858305,-69.12061935,543,18
"1190","Washington","Maine",45.01607142,-67.62813524,674,12
"1191","York","Maine",43.47808377,-70.71052375,8781,109
"1192","Allegany","Maryland",39.62357628,-78.69280486,6310,190
"1193","Anne Arundel","Maryland",39.00670238,-76.60329337,33812,492
"1194","Baltimore","Maryland",39.45784712,-76.62911955,48477,1182
"1195","Baltimore City","Maryland",39.30211911,-76.61151012,38733,834
"1196","Calvert","Maryland",38.53961642,-76.56820632,3513,63
"1197","Caroline","Maryland",38.87172293,-75.82904158,1960,18
"1198","Carroll","Maryland",39.56453592,-77.02373735,7155,203
"1199","Cecil","Maryland",39.56647682,-75.94627411,4858,113
"1200","Charles","Maryland",38.51092331,-76.98580666,8328,148
"1201","Dorchester","Maryland",38.45413522,-76.02752426,2174,37
"1202","Frederick","Maryland",39.47296601,-77.39999394,16057,256
"1203","Garrett","Maryland",39.52786077,-79.27355126,1821,58
"1204","Harford","Maryland",39.55010644,-76.3077594,11714,216
"1205","Howard","Maryland",39.25305293,-76.93126208,14952,210
"1206","Kent","Maryland",39.24976208,-76.04741541,1069,37
"1207","Montgomery","Maryland",39.13676329,-77.20358245,60479,1342
"1208","Prince George's","Maryland",38.83070039,-76.8496441,69600,1258
"1209","Queen Anne's","Maryland",39.06198912,-76.03530977,2437,36
"1210","Somerset","Maryland",38.1163542,-75.75118623,2304,26
"1211","St. Mary's","Maryland",38.30058422,-76.6062928,4775,108
"1212","Talbot","Maryland",38.76618159,-76.10882561,1758,26
"1213","Washington","Maryland",39.60835778,-77.82002295,11714,236
"1214","Wicomico","Maryland",38.37301947,-75.62705831,6510,134
"1215","Worcester","Maryland",38.21274277,-75.33200012,3140,86
"1216","Barnstable","Massachusetts",41.72980578,-70.28854339,9302,354
"1217","Berkshire","Massachusetts",42.37428441,-73.20524838,4639,230
"1218","Bristol","Massachusetts",41.79228404,-71.10872211,52545,1384
"1219","Dukes and Nantucket","Massachusetts",41.40674725,-70.68763497,1913,2
"1220","Essex","Massachusetts",42.6687626,-70.94687179,79511,2026
"1221","Franklin","Massachusetts",42.58119713,-72.58602547,1844,98
"1222","Hampden","Massachusetts",42.13440424,-72.63235561,38640,1232
"1223","Hampshire","Massachusetts",42.33997957,-72.65898478,6277,241
"1224","Middlesex","Massachusetts",42.48607732,-71.39049229,105266,3216
"1225","Norfolk","Massachusetts",42.16073095,-71.20530408,42181,1518
"1226","Plymouth","Massachusetts",41.94070556,-70.80802823,37604,1198
"1227","Suffolk","Massachusetts",42.3279514,-71.07850442,73788,1597
